日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,股票名称,前收盘,复权状态,交易状态,动态市盈率,动态市现率,动态市净率
2024-10-21,300476,49.95,50.7,53.23,47.97,642330,3237793397.0,10.6,2.18,1.08,7.51,,,,,,,
2024-10-22,300476,51.2,49.3,52.65,48.3,594921,3019061651.0,8.58,-2.76,-1.4,6.96,,,,,,,
2024-10-23,300476,48.4,48.04,49.6,47.2,425707,2063893797.0,4.87,-2.56,-1.26,4.98,,,,,,,
2024-10-24,300476,47.22,47.94,48.98,46.28,353674,1696229179.0,5.62,-0.21,-0.1,4.14,,,,,,,
2024-10-25,300476,48.81,47.88,48.9,46.9,335147,1608486606.0,4.17,-0.13,-0.06,3.92,,,,,,,
2024-10-28,300476,47.3,45.57,47.58,44.4,453812,2073965240.0,6.64,-4.82,-2.31,5.31,,,,,,,
2024-10-29,300476,45.76,45.37,46.88,44.57,381741,1758796336.0,5.07,-0.44,-0.2,4.46,,,,,,,
2024-10-30,300476,45.69,44.72,46.12,44.04,297675,1345952140.0,4.58,-1.43,-0.65,3.48,,,,,,,
2024-10-31,300476,44.09,44.73,45.68,43.32,342615,1540397163.0,5.28,0.02,0.01,4.01,,,,,,,
2024-11-01,300476,43.7,42.06,44.09,41.66,429359,1844850949.0,5.43,-5.97,-2.67,5.02,,,,,,,
2024-11-04,300476,42.05,43.36,43.93,42.05,247206,1071998765.0,4.47,3.09,1.3,2.89,,,,,,,
2024-11-05,300476,43.2,45.32,46.02,42.73,449115,2025033897.0,7.59,4.52,1.96,5.25,,,,,,,
2024-11-06,300476,45.41,44.02,46.36,43.46,371440,1673595028.0,6.4,-2.87,-1.3,4.34,,,,,,,
2024-11-07,300476,43.11,46.26,47.04,43.06,426816,1958184149.0,9.04,5.09,2.24,4.99,,,,,,,
2024-11-08,300476,46.49,46.26,48.24,46.03,418424,1987829129.0,4.78,0.0,0.0,4.89,,,,,,,
2024-11-11,300476,47.16,44.74,47.19,43.56,597343,2687572221.0,7.85,-3.29,-1.52,6.98,,,,,,,
2024-11-12,300476,45.36,44.28,46.0,43.52,379830,1712956567.0,5.54,-1.03,-0.46,4.44,,,,,,,
2024-11-13,300476,43.63,44.93,45.1,42.36,431818,1909820200.0,6.19,1.47,0.65,5.05,,,,,,,
2024-11-14,300476,44.2,43.26,44.93,43.1,225089,997391907.0,4.07,-3.72,-1.67,2.63,,,,,,,
2024-11-15,300476,43.14,40.83,44.2,40.81,310198,1320099992.0,7.84,-5.62,-2.43,3.63,,,,,,,
2024-11-18,300476,40.74,39.16,41.08,38.71,318394,1271364413.0,5.8,-4.09,-1.67,3.72,,,,,,,
2024-11-19,300476,39.61,40.39,40.57,39.08,218586,878440798.0,3.8,3.14,1.23,2.56,,,,,,,
2024-11-20,300476,40.48,41.75,42.73,40.3,317640,1333051369.0,6.02,3.37,1.36,3.71,,,,,,,
2024-11-21,300476,41.2,40.28,41.39,39.7,296223,1208129193.0,4.05,-3.52,-1.47,3.46,,,,,,,
2024-11-22,300476,40.46,38.68,40.94,38.62,243045,972578415.0,5.76,-3.97,-1.6,2.84,,,,,,,
2024-11-25,300476,38.7,37.49,39.19,36.29,438481,1647414871.0,7.5,-3.08,-1.19,5.13,,,,,,,
2024-11-26,300476,36.97,37.71,38.33,36.7,248925,942971273.0,4.35,0.59,0.22,2.91,,,,,,,
2024-11-27,300476,37.44,37.96,38.1,36.63,188224,711792299.0,3.9,0.66,0.25,2.2,,,,,,,
2024-11-28,300476,37.9,36.5,37.9,36.34,298024,1107958324.0,4.11,-3.85,-1.46,3.48,,,,,,,
2024-11-29,300476,36.8,40.26,40.99,36.8,600139,2372016877.0,11.48,10.3,3.76,7.02,,,,,,,
2024-12-02,300476,40.69,42.28,42.7,40.6,483103,2040240565.0,5.22,5.02,2.02,5.65,,,,,,,
2024-12-03,300476,41.87,41.75,42.2,40.69,276088,1152526338.0,3.57,-1.25,-0.53,3.23,,,,,,,
2024-12-04,300476,41.58,41.7,42.56,41.27,261092,1101701232.0,3.09,-0.12,-0.05,3.05,,,,,,,
2024-12-05,300476,42.0,43.37,43.78,41.96,317010,1380402936.0,4.36,4.0,1.67,3.71,,,,,,,
2024-12-06,300476,43.43,43.3,44.28,42.9,229911,1007648035.0,3.18,-0.16,-0.07,2.69,,,,,,,
2024-12-09,300476,42.6,42.85,43.53,42.01,214902,921280868.0,3.51,-1.04,-0.45,2.51,,,,,,,
2024-12-10,300476,44.7,42.3,44.72,41.71,316799,1365158113.0,7.02,-1.28,-0.55,3.7,,,,,,,
2024-12-11,300476,42.2,43.94,44.5,41.58,331066,1447835242.0,6.9,3.88,1.64,3.87,,,,,,,
2024-12-12,300476,43.8,43.93,45.18,43.61,231438,1031137888.0,3.57,-0.02,-0.01,2.71,,,,,,,
2024-12-13,300476,43.8,43.39,44.95,43.13,350109,1544866584.0,4.14,-1.23,-0.54,4.09,,,,,,,
